"lang"
{
	"Language"		"finnish"
		"DOTA_Workshop_ImagePreview"                            "Kuvan esikatselu"
		"DOTA_Workshop_Next"                                    "Seuraava"
		"DOTA_Workshop_ValveSelectItemID"                       "Valitse esinetunnus"
		"DOTA_Workshop_PickType"                                "Valitse tyyppi"
		"DOTA_Workshop_Portrait"                                "Muotokuva"
		"DOTA_Workshop_Prev"                                    "Edellinen"
		"DOTA_Workshop_Preview"                                 "Esikatsele"
		"DOTA_Workshop_PreviewInGame"                           "Esikatsele pelissä"
		"DOTA_Workshop_SelectInputs"                            "Valitse syötteet"
		"DOTA_Workshop_SelectWearables"                         "Valitse asusteet"
		"DOTA_Workshop_ShadowColor"                             "Varjostuksen väri"
		"DOTA_Workshop_EntityShadowScale"                       "Varjostuksen asteikko"
		"DOTA_Workshop_ShowLowResModel"                         "Näytä alhaisen resoluution malli"
		"DOTA_Workshop_ShowPedestal"                            "Näytä jalusta"
		"DOTA_Workshop_ShowReferenceModel"                      "Näytä viitemalli"
		"DOTA_Workshop_ShowParticles"							"Näytä osat"
		"DOTA_Workshop_ShowDefaultParticles"					"Näytä perusosat"
		"DOTA_Workshop_SpotLight"                               "Kohdevalo"
		"DOTA_Workshop_SpotlightDistance"                       "Kohdevalon etäisyys"
		"DOTA_Workshop_SpotlightSize"                           "Kohdevalon koko"
		"DOTA_Workshop_SpotLightScale"                          "Kohdevalon kirkkaus"
		"DOTA_Workshop_Submit"                                  "Lähetä"
		"DOTA_Workshop_Texture"                                 "Tekstuuri"
		"DOTA_Workshop_TurnTable"                               "Kääntöalusta"
		"DOTA_Workshop_WorkshopImportDialog"                    "Workshopin tuonti-ikkuna"
		"DOTA_Workshop_Reset_To_Default"						"Palauta oletusasetukset"
		"DOTA_Workshop_PreviewStyle"							"Tyyli"

		"DOTA_Workshop_SubmitNew"								"Lähetä"
		"DOTA_Workshop_SubmitUpdate"							"Lähetä päivitys"

		"DOTA_Workshop_SelectImportType"						"Mitä olet julkaisemassa?"
		"DOTA_Workshop_SelectImportType_Desc"					"Valitse tuontityyppi alla olevista vaihtoehdoista."
		"DOTA_Workshop_SelectHero"								"Valitse sankari"
		"DOTA_Workshop_SelectSlot"								"Valitse pelipaikka"
		"DOTA_Workshop_Select"									"Valitse"
		"DOTA_Workshop_NoSlots"									"Ei vapaita paikkoja"
		"DOTA_Workshop_SelectHeroWearable"						"Puettava esine"
		"DOTA_Workshop_SelectSubGroup"							"Valitse %1 ryhmä"
		"DOTA_Workshop_SelectTemplate"							"Valitse %1 malli"
		"DOTA_Workshop_NoTemplates"								"Ei malleja"

	}
}
